transaction_id,date,category,merchant,amount,payment_method,day,month,year,day_of_week,is_weekend,amount_log,category_avg_amount,amount_vs_category_avg
117,2025-01-07 07:44:35.427542,Food,Airtel,4896.71,UPI,7,1,2025,1,0,8.496523027919325,2555.6312885375496,1.9160471316666825
118,2025-01-07 09:03:04.698469,Healthcare,Reliance,1388.57,Cash,7,1,2025,1,0,7.236749625747391,2581.179936457506,0.5379593961611673
119,2025-01-07 10:21:33.969396,Travel,Uber,3478.9,Debit Card,7,1,2025,1,0,8.15475883672346,2612.472435275081,1.3316504140008998
120,2025-01-07 11:40:03.240324,Bills,Local Store,1304.6,Debit Card,7,1,2025,1,0,7.174417984209843,2588.439496459481,0.5040102354273522
121,2025-01-07 12:58:32.511251,Travel,Local Store,1814.01,Credit Card,7,1,2025,1,0,7.503846256325646,2612.472435275081,0.694365221047392
122,2025-01-07 14:17:01.782178,Bills,Reliance,996.83,Credit Card,7,1,2025,1,0,6.905582921120479,2588.439496459481,0.38510847997934045
123,2025-01-07 15:35:31.053105,Transport,Uber,4288.69,Debit Card,7,1,2025,1,0,8.363969748238844,2469.707294213529,1.736517525800854
124,2025-01-07 16:54:00.324032,Education,Local Store,4419.11,Credit Card,7,1,2025,1,0,8.3939198616399,2582.3797758206565,1.7112548825610467
125,2025-01-07 18:12:29.594959,Bills,Local Store,1519.72,Debit Card,7,1,2025,1,0,7.326939185897898,2588.439496459481,0.5871182239641697
126,2025-01-07 19:30:58.865886,Travel,Local Store,4126.77,UPI,7,1,2025,1,0,8.325492588554882,2612.472435275081,1.579641547324296
127,2025-01-07 20:49:28.136813,Transport,Reliance,1823.3,Debit Card,7,1,2025,1,0,7.508951630794174,2469.707294213529,0.7382656253524263
128,2025-01-07 22:07:57.407740,Food,Netflix,540.15,Debit Card,7,1,2025,1,0,6.293696504741155,2555.6312885375496,0.21135677999509028
129,2025-01-07 23:26:26.678667,Entertainment,Swiggy,3802.48,Cash,7,1,2025,1,0,8.243671716108821,2666.7235731225296,1.4258995714158653
130,2025-01-08 00:44:55.949594,Entertainment,Reliance,3002.41,Credit Card,8,1,2025,2,0,8.00750358880047,2666.7235731225296,1.1258797238156961
131,2025-01-08 02:03:25.220522,Entertainment,Uber,1408.19,Credit Card,8,1,2025,2,0,7.2507703502170955,2666.7235731225296,0.5280599812417442
132,2025-01-08 03:21:54.491449,Bills,Airtel,1302.35,Cash,8,1,2025,2,0,7.172693151953324,2588.439496459481,0.503140985826163
133,2025-01-08 04:40:23.762376,Food,Netflix,4879.34,UPI,8,1,2025,2,0,8.49297016855135,2555.6312885375496,1.909250376564369
134,2025-01-08 05:58:53.033303,Bills,Netflix,4319.38,UPI,8,1,2025,2,0,8.371098640332605,2588.439496459481,1.6687197077266571
135,2025-01-08 07:17:22.304230,Education,Airtel,4058.5,UPI,8,1,2025,2,0,8.3088150923025,2582.3797758206565,1.5716123701093678
136,2025-01-08 08:35:51.575157,Bills,Amazon,683.69,Cash,8,1,2025,2,0,6.528966181083896,2588.439496459481,0.2641321154831569
137,2025-01-08 09:54:20.846084,Food,Flipkart,3788.18,Debit Card,8,1,2025,2,0,8.239904915828472,2555.6312885375496,1.4822873772874223
138,2025-01-08 11:12:50.117011,Food,Swiggy,1111.97,UPI,8,1,2025,2,0,7.014787396734377,2555.6312885375496,0.4351058014461549
139,2025-01-08 12:31:19.387938,Education,Swiggy,4888.08,UPI,8,1,2025,2,0,8.49475942570924,2582.3797758206565,1.892858690177208
140,2025-01-08 13:49:48.658865,Food,Amazon,307.84,Cash,8,1,2025,2,0,5.732823343440615,2555.6312885375496,0.12045556077698527
141,2025-01-08 15:08:17.929792,Travel,Flipkart,1793.09,Credit Card,8,1,2025,2,0,7.492253208584488,2612.472435275081,0.6863574810546073
142,2025-01-08 16:26:47.200720,Food,Swiggy,2171.81,Cash,8,1,2025,2,0,7.683776539710193,2555.6312885375496,0.8498135117303287
143,2025-01-08 17:45:16.471647,Entertainment,Uber,4129.8,Credit Card,8,1,2025,2,0,8.32622637179725,2666.7235731225296,1.5486419521031645
144,2025-01-08 19:03:45.742574,Travel,Zomato,3842.8,UPI,8,1,2025,2,0,8.254216739600304,2612.472435275081,1.4709437497262519
145,2025-01-08 20:22:15.013501,Travel,Zomato,1906.21,UPI,8,1,2025,2,0,7.553396720145876,2612.472435275081,0.7296574594477148
146,2025-01-08 21:40:44.284428,Education,Swiggy,2849.52,Debit Card,8,1,2025,2,0,7.95525671275995,2582.3797758206565,1.1034473034061958
147,2025-01-08 22:59:13.555355,Shopping,Myntra,4186.2,Debit Card,8,1,2025,2,0,8.339787531775881,2582.691050488599,1.620867505313129
148,2025-01-09 00:17:42.826282,Shopping,Swiggy,140.09,Credit Card,9,1,2025,3,0,4.949397984625066,2582.691050488599,0.054241873015937185
149,2025-01-09 01:36:12.097209,Food,Airtel,4020.78,UPI,9,1,2025,3,0,8.299479869681894,2555.6312885375496,1.5733020714036086
150,2025-01-09 02:54:41.368136,Travel,Airtel,4737.14,UPI,9,1,2025,3,0,8.463399932614816,2612.472435275081,1.813278462209383
151,2025-01-09 04:13:10.639063,Shopping,Flipkart,208.72,Cash,9,1,2025,3,0,5.345773307704332,2582.691050488599,0.08081493137187815
152,2025-01-09 05:31:39.909990,Shopping,Local Store,275.63,UPI,9,1,2025,3,0,5.62268087321916,2582.691050488599,0.10672201769849929
153,2025-01-09 06:50:09.180918,Food,Netflix,1755.34,UPI,9,1,2025,3,0,7.4709873773206485,2555.6312885375496,0.6868518193031228
154,2025-01-09 08:08:38.451845,Shopping,Uber,484.46,Cash,9,1,2025,3,0,6.185096895047804,2582.691050488599,0.18757954030481067
155,2025-01-09 09:27:07.722772,Bills,Amazon,2422.42,Cash,9,1,2025,3,0,7.792935044631239,2588.439496459481,0.9358611639613112
156,2025-01-09 10:45:36.993699,Transport,Swiggy,3657.12,UPI,9,1,2025,3,0,8.204704633224118,2469.707294213529,1.4807908647994654
157,2025-01-09 12:04:06.264626,Education,Local Store,2856.15,Debit Card,9,1,2025,3,0,7.95757990347769,2582.3797758206565,1.1060147026950526
158,2025-01-09 13:22:35.535553,Transport,Local Store,1022.34,Debit Card,9,1,2025,3,0,6.9308270665498934,2469.707294213529,0.41395188911468195
159,2025-01-09 14:41:04.806480,Food,Uber,3291.32,UPI,9,1,2025,3,0,8.099347762419121,2555.6312885375496,1.2878696605265956
160,2025-01-09 15:59:34.077407,Entertainment,Amazon,3440.03,Debit Card,9,1,2025,3,0,8.14352612415529,2666.7235731225296,1.2899837218493508
161,2025-01-09 17:18:03.348334,Education,Airtel,4665.61,Cash,9,1,2025,3,0,8.448188176998418,2582.3797758206565,1.8067094715057206
162,2025-01-09 18:36:32.619261,Food,Reliance,776.64,Debit Card,9,1,2025,3,0,6.656263692152439,2555.6312885375496,0.303893602916573
163,2025-01-09 19:55:01.890189,Travel,Uber,3477.06,UPI,9,1,2025,3,0,8.154229946059273,2612.472435275081,1.3309461003495267
164,2025-01-09 21:13:31.161116,Entertainment,Local Store,4561.56,Debit Card,9,1,2025,3,0,8.425639148489209,2666.7235731225296,1.7105484970302947
165,2025-01-09 22:32:00.432043,Transport,Zomato,2532.74,UPI,9,1,2025,3,0,7.837451751039132,2469.707294213529,1.0255223385921703
166,2025-01-09 23:50:29.702970,Food,Swiggy,1840.91,Debit Card,9,1,2025,3,0,7.5185583556867135,2555.6312885375496,0.7203347400921257
167,2025-01-10 01:08:58.973897,Travel,Flipkart,895.21,UPI,10,1,2025,4,0,6.798174760513401,2612.472435275081,0.3426677303508998
168,2025-01-10 02:27:28.244824,Education,Zomato,4340.6,UPI,10,1,2025,4,0,8.375998222749196,2582.3797758206565,1.6808526927920964
169,2025-01-10 03:45:57.515751,Education,Local Store,2001.52,Debit Card,10,1,2025,4,0,7.602161666408245,2582.3797758206565,0.7750680278480477
170,2025-01-10 05:04:26.786678,Healthcare,Netflix,4628.17,Debit Card,10,1,2025,4,0,8.440132865351524,2581.179936457506,1.7930443107162257
171,2025-01-10 06:22:56.057605,Travel,Myntra,4246.4,Cash,10,1,2025,4,0,8.354062310008198,2612.472435275081,1.6254334180382937
172,2025-01-10 07:41:25.328532,Bills,Amazon,1914.37,Credit Card,10,1,2025,4,0,7.557666094440061,2588.439496459481,0.7395846040127704
173,2025-01-10 08:59:54.599459,Shopping,Airtel,2890.88,UPI,10,1,2025,4,0,7.969662088641831,2582.691050488599,1.119328616348865
174,2025-01-10 10:18:23.870387,Entertainment,Swiggy,184.51,UPI,10,1,2025,4,0,5.223108788950282,2666.7235731225296,0.06918977349570314
175,2025-01-10 11:36:53.141314,Travel,Flipkart,1352.95,UPI,10,1,2025,4,0,7.2107815251685174,2612.472435275081,0.5178810622962767
176,2025-01-10 12:55:22.412241,Healthcare,Reliance,3565.85,UPI,10,1,2025,4,0,8.179438132330016,2581.179936457506,1.3814805971620432
177,2025-01-10 14:13:51.683168,Shopping,Airtel,3405.66,Debit Card,10,1,2025,4,0,8.133487618140508,2582.691050488599,1.3186478496356386
178,2025-01-10 15:32:20.954095,Shopping,Swiggy,1799.18,Debit Card,10,1,2025,4,0,7.49564193888459,2582.691050488599,0.6966299742509378
179,2025-01-10 16:50:50.225022,Food,Reliance,4052.61,Credit Card,10,1,2025,4,0,8.307363121101622,2555.6312885375496,1.5857569196999035
180,2025-01-10 18:09:19.495949,Shopping,Flipkart,1217.39,UPI,10,1,2025,4,0,7.105285594062044,2582.691050488599,0.47136493533351254
181,2025-01-10 19:27:48.766876,Bills,Local Store,2333.29,Credit Card,10,1,2025,4,0,7.755463055342307,2588.439496459481,0.901427289759533
182,2025-01-10 20:46:18.037803,Education,Myntra,2389.03,Cash,10,1,2025,4,0,7.779061197148033,2582.3797758206565,0.9251272885456162
183,2025-01-10 22:04:47.308730,Healthcare,Zomato,1737.04,Credit Card,10,1,2025,4,0,7.460513320520221,2581.179936457506,0.6729635448755151
184,2025-01-10 23:23:16.579657,Shopping,Zomato,4775.6,Credit Card,10,1,2025,4,0,8.471484275322588,2582.691050488599,1.8490790832672541
185,2025-01-11 00:41:45.850585,Food,Local Store,3498.59,Cash,11,1,2025,5,1,8.160401097758601,2555.6312885375496,1.3689729092345144
186,2025-01-11 02:00:15.121512,Bills,Airtel,2719.04,Cash,11,1,2025,5,1,7.908401865064265,2588.439496459481,1.050455304718985
187,2025-01-11 03:18:44.392439,Transport,Local Store,2577.05,Credit Card,11,1,2025,5,1,7.8547885781908064,2469.707294213529,1.0434637359811718
188,2025-01-11 04:37:13.663366,Education,Local Store,838.52,Cash,11,1,2025,5,1,6.732830299938402,2582.3797758206565,0.32470824309082347
