transaction_id,date,category,merchant,amount,payment_method,day,month,year,day_of_week,is_weekend,amount_log,category_avg_amount,amount_vs_category_avg,category_encoded,merchant_encoded,payment_encoded,anomaly_prediction,anomaly_score,is_anomaly,amount_difference,amount_difference_percent,reason,severity
6521,2025-12-22 09:00:46.444644,Education,Zomato,8940.93,Cash,22,12,2025,0,0,9.098506728536938,2582.3797758206565,3.462283155915228,1,9,0,-1,-0.0319512717257566,1,6358.550224179344,246.22831559152277,Amount is significantly higher than the category average; Transaction amount is unusually high,High
485,2025-01-27 09:08:07.128712,Bills,Flipkart,89.89,UPI,27,1,2025,0,0,4.509649984130679,2588.439496459481,0.0347274874004021,0,2,3,-1,-0.0318779837738841,1,-2498.549496459481,-96.52725125995978,Amount is significantly lower than the category average,Medium
5870,2025-11-16 21:25:11.071107,Travel,Airtel,379.11,Cash,16,11,2025,6,1,5.940460684515219,2612.472435275081,0.1451154067239302,7,0,0,-1,-0.0316032031668646,1,-2233.3624352750808,-85.48845932760698,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
3411,2025-07-05 20:43:33.861386,Entertainment,Amazon,67.06,UPI,5,7,2025,5,1,4.22038966907276,2666.7235731225296,0.0251469633657896,2,1,3,-1,-0.0314007492798735,1,-2599.6635731225297,-97.48530366342104,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
5879,2025-11-17 09:11:34.509450,Transport,Airtel,129.58,Cash,17,11,2025,0,0,4.871986065758487,2469.707294213529,0.0524677561197649,6,0,0,-1,-0.0313752287345656,1,-2340.1272942135292,-94.75322438802351,Amount is significantly lower than the category average,Medium
3525,2025-07-12 01:51:10.747074,Education,Myntra,55.76,UPI,12,7,2025,5,1,4.038831852291842,2582.3797758206565,0.0215924863267952,1,4,3,-1,-0.031296636095758,1,-2526.6197758206563,-97.84075136732046,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
4886,2025-09-24 06:13:08.478847,Bills,Airtel,87.97,UPI,24,9,2025,2,0,4.488299234256676,2588.439496459481,0.0339857277407206,0,0,3,-1,-0.0312504796856927,1,-2500.469496459481,-96.60142722592794,Amount is significantly lower than the category average,Medium
9335,2026-05-24 18:05:34.833483,Entertainment,Local Store,38405.35,Cash,24,5,2026,6,1,10.555978089487937,2666.7235731225296,14.401698918883543,2,3,0,-1,-0.0304972328341641,1,35738.62642687747,1340.1698918883544,Amount is significantly higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,High
5028,2025-10-01 23:58:24.950495,Education,Myntra,71.58,Cash,1,10,2025,2,0,4.284689401784925,2582.3797758206565,0.027718618566571,1,4,0,-1,-0.03000665111022,1,-2510.7997758206566,-97.2281381433429,Amount is significantly lower than the category average,Medium
5076,2025-10-04 14:45:49.954995,Bills,Swiggy,227.85,Cash,4,10,2025,5,1,5.433066767099651,2588.439496459481,0.0880260096137683,0,7,0,-1,-0.0299625620412551,1,-2360.589496459481,-91.19739903862317,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
5773,2025-11-11 14:31:51.791179,Bills,Reliance,28285.78,Credit Card,11,11,2025,1,0,10.250149836679284,2588.439496459481,10.92773465970128,0,6,1,-1,-0.0294098196557415,1,25697.34050354052,992.7734659701281,Amount is significantly higher than the category average; Transaction amount is unusually high,High
5164,2025-10-09 09:52:45.796579,Education,Amazon,54.24,Cash,9,10,2025,3,0,4.0116873285410914,2582.3797758206565,0.0210038819649457,1,1,0,-1,-0.0289515004404699,1,-2528.1397758206567,-97.89961180350544,Amount is significantly lower than the category average,Medium
704,2025-02-08 07:36:57.461746,Travel,Zomato,127.26,Cash,8,2,2025,5,1,4.8540594537207165,2612.472435275081,0.0487124756922459,7,9,0,-1,-0.0289405245763854,1,-2485.2124352750807,-95.12875243077539,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6351,2025-12-13 02:37:50.387038,Transport,Netflix,120.24,UPI,13,12,2025,5,1,4.797772052189602,2469.707294213529,0.0486859314388064,6,5,3,-1,-0.0286904640144569,1,-2349.4672942135294,-95.13140685611937,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6243,2025-12-07 05:21:09.126912,Travel,Zomato,388.63,Debit Card,7,12,2025,6,1,5.965197570857262,2612.472435275081,0.148759464311469,7,9,2,-1,-0.0286813031930586,1,-2223.842435275081,-85.1240535688531,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
5886,2025-11-17 18:20:59.405940,Education,Netflix,95.42,UPI,17,11,2025,0,0,4.568713648977476,2582.3797758206565,0.0369504132945265,1,5,3,-1,-0.0281988628167919,1,-2486.9597758206564,-96.30495867054735,Amount is significantly lower than the category average,Medium
4689,2025-09-13 12:31:02.106210,Education,Uber,108.57,UPI,13,9,2025,5,1,4.696563614417302,2582.3797758206565,0.0420426155039482,1,8,3,-1,-0.0280868021352446,1,-2473.8097758206563,-95.79573844960517,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
5457,2025-10-25 09:09:42.178217,Transport,Airtel,112.47,Debit Card,25,10,2025,5,1,4.731538484802898,2469.707294213529,0.0455398096217777,6,0,2,-1,-0.0279375611248225,1,-2357.2372942135294,-95.44601903782223,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6008,2025-11-24 09:56:30.459045,Education,Zomato,169.92,Credit Card,24,11,2025,0,0,5.141195610775824,2582.3797758206565,0.0657997718193874,1,9,1,-1,-0.0276702741256666,1,-2412.4597758206564,-93.42002281806126,Amount is significantly lower than the category average,Medium
6821,2026-01-07 17:27:07.722772,Bills,Uber,34384.12,Debit Card,7,1,2026,2,0,10.445379191641695,2588.439496459481,13.28372559877536,0,8,2,-1,-0.0273309039369419,1,31795.680503540523,1228.3725598775359,Amount is significantly higher than the category average; Transaction amount is unusually high,High
5771,2025-11-11 11:54:53.249324,Education,Myntra,63.83,Cash,11,11,2025,1,0,4.171768459186905,2582.3797758206565,0.024717510800562,1,4,0,-1,-0.0270744347574899,1,-2518.5497758206566,-97.5282489199438,Amount is significantly lower than the category average,Medium
5043,2025-10-02 19:35:44.014401,Transport,Swiggy,71.55,UPI,2,10,2025,3,0,4.2842759793301965,2469.707294213529,0.0289710445313256,6,7,3,-1,-0.0270675704559885,1,-2398.157294213529,-97.10289554686743,Amount is significantly lower than the category average,Medium
6151,2025-12-02 05:00:16.201620,Bills,Amazon,4976.15,UPI,2,12,2025,1,0,8.512612717042128,2588.439496459481,1.922451734648029,0,1,3,-1,-0.0270301095202623,1,2387.710503540519,92.2451734648029,Amount is higher than the category average; Transaction amount is unusually high,Medium
5728,2025-11-09 03:39:54.599459,Travel,Airtel,316.83,Credit Card,9,11,2025,6,1,5.761516648640389,2612.472435275081,0.1212759207415864,7,0,1,-1,-0.0268009092210687,1,-2295.642435275081,-87.87240792584136,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
3912,2025-08-02 04:05:58.595859,Healthcare,Local Store,14748.02,UPI,2,8,2025,5,1,9.59893191888272,2581.179936457506,5.713673731805252,4,3,3,-1,-0.0267407070047615,1,12166.840063542495,471.3673731805252,Amount is significantly higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,High
3788,2025-07-26 09:53:29.000900,Food,Reliance,65.47,Cash,26,7,2025,5,1,4.19675071805349,2555.6312885375496,0.0256179364737176,3,6,0,-1,-0.0260034510382395,1,-2490.16128853755,-97.43820635262824,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6132,2025-12-01 04:09:00.054005,Bills,Local Store,389.11,UPI,1,12,2025,0,0,5.966428750636759,2588.439496459481,0.1503260943638947,0,3,3,-1,-0.025299043015638,1,-2199.3294964594807,-84.96739056361052,Amount is significantly lower than the category average,Medium
6424,2025-12-17 02:07:27.164716,Education,Uber,73.56,Credit Card,17,12,2025,2,0,4.311604170377335,2582.3797758206565,0.0284853531958223,1,8,1,-1,-0.0249540874486204,1,-2508.8197758206566,-97.15146468041776,Amount is significantly lower than the category average,Medium
2634,2025-05-24 12:18:30.351035,Entertainment,Airtel,67.85,Debit Card,24,5,2025,5,1,4.231930225174664,2666.7235731225296,0.025443207043973,2,0,2,-1,-0.0249014945279125,1,-2598.8735731225297,-97.4556792956027,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6299,2025-12-10 06:36:28.298829,Bills,Zomato,260.03,UPI,10,12,2025,2,0,5.564635343246042,2588.439496459481,0.1004582105765555,0,9,3,-1,-0.0243937895084727,1,-2328.4094964594806,-89.95417894234443,Amount is significantly lower than the category average,Medium
6370,2025-12-14 03:29:06.534653,Transport,Netflix,12775.5,Credit Card,14,12,2025,6,1,9.455362825008834,2469.707294213529,5.172880215373183,6,5,1,-1,-0.0241470661524769,1,10305.79270578647,417.28802153731823,Amount is significantly higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,High
6556,2025-12-24 06:47:50.927092,Entertainment,Uber,80.39,Debit Card,24,12,2025,2,0,4.399252415338951,2666.7235731225296,0.0301456066951361,2,8,2,-1,-0.0236999496635339,1,-2586.3335731225297,-96.98543933048639,Amount is significantly lower than the category average,Medium
4046,2025-08-09 11:23:20.900090,Bills,Airtel,223.41,Cash,9,8,2025,5,1,5.413474735935485,2588.439496459481,0.0863106904007548,0,0,0,-1,-0.0235747764314997,1,-2365.029496459481,-91.36893095992453,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6803,2026-01-06 17:54:20.846084,Travel,Local Store,18533.08,Cash,6,1,2026,1,0,9.827366478528818,2612.472435275081,7.0940767641242335,7,3,0,-1,-0.0235058930946856,1,15920.60756472492,609.4076764124234,Amount is significantly higher than the category average; Transaction amount is unusually high,High
7390,2026-02-07 17:46:42.880288,Travel,Uber,70.39,Credit Card,7,2,2026,5,1,4.268157803514369,2612.472435275081,0.0269438249566021,7,8,1,-1,-0.023396853646305,1,-2542.082435275081,-97.30561750433979,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
2269,2025-05-04 14:50:26.462646,Bills,Myntra,118.42,UPI,4,5,2025,6,1,4.782646691118846,2588.439496459481,0.0457495723434823,0,4,3,-1,-0.0232222913347431,1,-2470.0194964594807,-95.42504276565177,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
7789,2026-03-01 11:43:21.980198,Entertainment,Amazon,104.44,Credit Card,1,3,2026,6,1,4.658142070754197,2666.7235731225296,0.0391641642398311,2,1,1,-1,-0.023217072651534,1,-2562.2835731225296,-96.08358357601688,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
7376,2026-02-06 23:27:53.087308,Healthcare,Zomato,59.06,UPI,6,2,2026,4,0,4.095344062555184,2581.179936457506,0.0228810084743862,4,9,3,-1,-0.0228431612724774,1,-2522.119936457506,-97.71189915256137,Amount is significantly lower than the category average,Medium
5632,2025-11-03 22:05:04.590459,Bills,Flipkart,4973.41,UPI,3,11,2025,0,0,8.512062049595167,2588.439496459481,1.921393181800359,0,2,3,-1,-0.021797398146784,1,2384.970503540519,92.13931818003586,Amount is higher than the category average; Transaction amount is unusually high,Medium
871,2025-02-17 10:04:25.706570,Bills,Airtel,86.65,Debit Card,17,2,2025,0,0,4.473351611367243,2588.439496459481,0.0334757679746896,0,0,2,-1,-0.0216041570005656,1,-2501.7894964594807,-96.65242320253104,Amount is significantly lower than the category average,Medium
4076,2025-08-11 02:37:59.027902,Bills,Zomato,157.62,UPI,11,8,2025,0,0,5.066511404655174,2588.439496459481,0.0608938320619801,0,9,3,-1,-0.0214799818558765,1,-2430.819496459481,-93.91061679380199,Amount is significantly lower than the category average,Medium
9451,2026-05-31 01:50:10.261026,Food,Myntra,121.72,UPI,31,5,2026,6,1,4.809905337618946,2555.6312885375496,0.0476281537739561,3,4,3,-1,-0.0214058832220347,1,-2433.91128853755,-95.2371846226044,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
8437,2026-04-05 19:23:29.540954,Travel,Flipkart,160.71,Cash,5,4,2026,6,1,5.085804607589853,2612.472435275081,0.0615164385392177,7,2,0,-1,-0.0210259919004409,1,-2451.762435275081,-93.84835614607823,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
7196,2026-01-28 04:00:04.320432,Travel,Airtel,127.13,Cash,28,1,2026,2,0,4.853045373521485,2612.472435275081,0.0486627144016598,7,0,0,-1,-0.0209911343816703,1,-2485.342435275081,-95.13372855983401,Amount is significantly lower than the category average,Medium
6105,2025-11-29 16:49:49.738973,Travel,Reliance,198.86,Credit Card,29,11,2025,5,1,5.297617121433643,2612.472435275081,0.0761194634304576,7,6,1,-1,-0.0208341885479838,1,-2413.6124352750808,-92.38805365695424,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
466,2025-01-26 08:16:50.981098,Education,Netflix,13243.08,Cash,26,1,2025,6,1,9.49130593912005,2582.3797758206565,5.128246481790801,1,5,0,-1,-0.0206809268123295,1,10660.700224179343,412.8246481790801,Amount is significantly higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,High
752,2025-02-10 22:24:22.466246,Bills,Uber,55.59,Debit Card,10,2,2025,0,0,4.035832291154432,2588.439496459481,0.0214762601467166,0,8,2,-1,-0.0204584908396344,1,-2532.8494964594806,-97.85237398532833,Amount is significantly lower than the category average,Medium
4492,2025-09-02 18:48:55.733573,Bills,Uber,82.18,Debit Card,2,9,2025,1,0,4.421006934314765,2588.439496459481,0.0317488587669935,0,8,2,-1,-0.0204328565060284,1,-2506.259496459481,-96.82511412330065,Amount is significantly lower than the category average,Medium
6123,2025-11-30 16:22:36.615661,Healthcare,Zomato,4956.16,Credit Card,30,11,2025,6,1,8.508588275086915,2581.179936457506,1.920114103630448,4,9,1,-1,-0.0201905102286488,1,2374.980063542494,92.01141036304477,Amount is higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,Medium
7781,2026-03-01 01:15:27.812781,Transport,Myntra,125.07,Cash,1,3,2026,6,1,4.836837308243178,2469.707294213529,0.0506416287845269,6,4,0,-1,-0.0200501331887487,1,-2344.637294213529,-94.9358371215473,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6118,2025-11-30 09:50:10.261026,Education,Swiggy,4779.54,UPI,30,11,2025,6,1,8.472308789816088,2582.3797758206565,1.850827691864612,1,7,3,-1,-0.0200261712965056,1,2197.1602241793435,85.0827691864612,Amount is higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,Medium
2624,2025-05-23 23:13:37.641764,Travel,Airtel,24010.57,Credit Card,23,5,2025,4,0,10.08629107649858,2612.472435275081,9.190745776221672,7,0,1,-1,-0.0196701508340564,1,21398.097564724918,819.0745776221673,Amount is significantly higher than the category average; Transaction amount is unusually high,High
6262,2025-12-08 06:12:25.274527,Education,Uber,247.37,Debit Card,8,12,2025,0,0,5.514919569818824,2582.3797758206565,0.0957914874938904,1,8,2,-1,-0.0196432265705686,1,-2335.0097758206566,-90.42085125061095,Amount is significantly lower than the category average,Medium
9175,2026-05-16 00:47:31.485148,Food,Uber,26013.96,Credit Card,16,5,2026,5,1,10.166427036148743,2555.6312885375496,10.17907399892822,3,8,1,-1,-0.0195758286065897,1,23458.32871146245,917.9073998928222,Amount is significantly higher than the category average; Transaction amount is unusually high; Transaction occurred on a weekend,High
4447,2025-08-31 07:56:58.541854,Healthcare,Zomato,370.29,Cash,31,8,2025,6,1,5.916983428420674,2581.179936457506,0.1434576469349897,4,9,0,-1,-0.0195598824319717,1,-2210.889936457506,-85.65423530650104,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
6562,2025-12-24 14:38:46.552655,Bills,Myntra,176.12,Cash,24,12,2025,2,0,5.176827468960327,2588.439496459481,0.0680409954495364,0,4,0,-1,-0.0195457596669067,1,-2412.319496459481,-93.19590045504636,Amount is significantly lower than the category average,Medium
2757,2025-05-31 05:12:30.675067,Food,Zomato,220.0,Cash,31,5,2025,5,1,5.3981627015177525,2555.6312885375496,0.0860844054409328,3,9,0,-1,-0.0193604942637857,1,-2335.6312885375496,-91.39155945590672,Amount is significantly lower than the category average; Transaction occurred on a weekend,Medium
7036,2026-01-19 10:42:00.972097,Transport,Reliance,81.65,Cash,19,1,2026,0,0,4.4146148242670336,2469.707294213529,0.0330605979871801,6,6,0,-1,-0.0192632037300098,1,-2388.057294213529,-96.69394020128198,Amount is significantly lower than the category average,Medium
